InventoryAdjustment#,Date,Reference#,Status,InventoryAdjustment ID,Adjustment Type,Reason,Description,Item Name,Item ID,SKU,Account,Inventory Account,Item Desc,Quantity Adjusted,Cost Price,Value Adjusted,Usage unit,Warehouse Name
6782,2022-03-31,,Adjusted,536460000016968678,quantity,in house consumption,,SS Key 8X8X1000 SS,536460000013512587,KYSSSQX08001ST,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Mechanical
6783,2022-03-30,,Adjusted,536460000016969924,quantity,in house consumption,,"Side Panel 1800X600, 8186235 TS",536460000007459004,EPTR186XSSSZW7,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,Main Store
6784,2022-03-31,,Adjusted,536460000016969954,quantity,in house consumption,,Wooden Ply 6 mm x 8' x 4',536460000015103553,PLYWD8X4X6MMPW,Cost of Goods Sold,Inventory Asset,,-1696.00,0.000000,,Sq.Feet,Main Store
6785,2022-03-31,,Adjusted,536460000016968696,quantity,in house consumption,,SS Lifting Hook(EYE Bolt) M12 x1.75,536460000012519267,BSSEF00012PHSS,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,Main Store
6786,2022-03-31,,Adjusted,536460000016969994,quantity,in house consumption,,Wooden Ply 6 mm x 8' x 4',536460000015103553,PLYWD8X4X6MMPW,Cost of Goods Sold,Inventory Asset,,-1928.00,0.000000,,Sq.Feet,Packing & Dipatch
6788,2022-03-31,,Adjusted,536460000016972066,quantity,in house consumption,,Wooden Ply 9 mm x 8' x 4',536460000015104590,PLYWD8X4X9MMPW,Material,Inventory Asset,,-3488.00,0.000000,,Sq.Feet,Packing & Dipatch
6789,2022-03-31,,Adjusted,536460000016968712,quantity,in house consumption,,"Capacitor 100nF / 2000 KV - Vishay,Box type",536460000007376020,FFBVI0100n24A3,Materials,Inventory Asset,,-20.00,0.000000,,Nos,PHV
6790,2022-03-31,,Adjusted,536460000016972122,quantity,in house consumption,,Pot-10K ohm(Pankaj),536460000015683003,POTRPASTA10KR3,Cost of Goods Sold,Inventory Asset,,4.00,52.000000,,Nos,Main Store
6791,2022-03-31,,Adjusted,536460000016968728,quantity,in house consumption,,"Capacitor 100nF / 2000 KV - Vishay,Box type",536460000007376020,FFBVI0100n24A3,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,IHV
6792,2022-03-31,,Adjusted,536460000016968744,quantity,in house consumption,,"Capacitor 100nF / 2000 KV - Vishay,Box type",536460000007376020,FFBVI0100n24A3,Cost of Goods Sold,Inventory Asset,,-10.00,0.000000,,Nos,PCB
6793,2022-03-31,,Adjusted,536460000016972196,quantity,in house consumption,,M-Seal 250 gm,536460000014054359,MSEALXXXX250ST,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Pkt,Main Store
6794,2022-03-31,,Adjusted,536460000016972220,quantity,in house consumption,,Wooden Ply 9 mm x 8' x 4',536460000015104590,PLYWD8X4X9MMPW,Cost of Goods Sold,Inventory Asset,,-1568.00,0.000000,,Sq.Feet,Main Store
6795,2022-03-31,,Adjusted,536460000016968760,quantity,Stocktaking results,,"Capacitor 100nF / 2000 KV - Vishay,Box type",536460000007376020,FFBVI0100n24A3,Cost of Goods Sold,Inventory Asset,,16.00,66.000000,,Nos,Main Store
6796,2022-03-31,,Adjusted,536460000016972246,quantity,in house consumption,,M-Seal 250 gm,536460000014054359,MSEALXXXX250ST,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Pkt,Mechanical
6797,2022-03-31,,Adjusted,536460000016972280,quantity,in house consumption,,Potentionmeter 100k 10 Turn 3590s,536460000016317429,POTR100K10TXR3,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
6798,2022-03-31,,Adjusted,536460000016968778,quantity,Stocktaking results,,Capacitor 100nF 50-63V,536460000016446042,FCCPA0104p05A3,Cost of Goods Sold,Inventory Asset,,3000.00,0.750000,,Nos,Main Store
6799,2022-03-31,,Adjusted,536460000016972318,quantity,in house consumption,,Potentionmeter 100k 10 Turn 3590s,536460000016317429,POTR100K10TXR3,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Main Store
6800,2022-03-31,,Adjusted,536460000016972340,quantity,Stocktaking results,,"Heat Shrink Sleeve Ø 35mm, Yellow",536460000015217631,SFHSWR0035YWF1,Cost of Goods Sold,Inventory Asset,,7.00,90.000000,,Mtrs,Main Store
6801,2022-03-31,,Adjusted,536460000016968796,quantity,in house consumption,,SS Nut 2.5mm,536460000013399554,NTSSNAAP2P5GSS,Cost of Goods Sold,Inventory Asset,,-400.00,0.000000,,Nos,Main Store
6802,2022-03-31,,Adjusted,536460000016972370,quantity,in house consumption,,Precision Pot -7/8 in 1 Turn,536460000015664337,POTRNASTXXXXR3,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
6803,2022-03-31,,Adjusted,536460000016972404,quantity,in house consumption,,"Heat Shrink Sleeve Ø 40 mm,Y/G",536460000015216594,SFHSWR0040YGF1,Cost of Goods Sold,Inventory Asset,,-17.00,0.000000,,Mtrs,Main Store
6804,2022-03-31,,Adjusted,536460000016968814,quantity,in house consumption,,"SS Nut-1/2"" OD",536460000009065055,CNASSNUT12ODC8,Cost of Goods Sold,Inventory Asset,,-8.00,0.000000,,Nos,Main Store
6805,2022-03-31,,Adjusted,536460000016972428,quantity,in house consumption,,Precision Pot -7/8 in 1 Turn,536460000015664337,POTRNASTXXXXR3,Cost of Goods Sold,Inventory Asset,,3.00,3400.000000,,Nos,Main Store
6806,2022-03-31,,Adjusted,536460000016972446,quantity,in house consumption,,"Heat Shrink Sleeve Ø 40 mm,Y/G",536460000015216594,SFHSWR0040YGF1,Cost of Goods Sold,Inventory Asset,,-9.00,0.000000,,Mtrs,IHV
6807,2022-03-31,,Adjusted,536460000016968830,quantity,in house consumption,,"SS Pipe Cross 1/2""FNPT (SS-8-CS)",536460000014041913,PICRNAXSS8CSST,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Main Store
6808,2022-03-30,,Adjusted,536460000016972464,quantity,in house consumption,,Side Tool 2020(H),536460000011651061,STCTRHMD620PSI,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Mechanical
6809,2022-03-31,,Adjusted,536460000016968846,quantity,in house consumption,,Capacitor 10pF 50-63V,536460000016446013,FCCPA0010p05A3,Cost of Goods Sold,Inventory Asset,,-1000.00,0.000000,,Nos,Main Store
6810,2022-03-30,,Adjusted,536460000016972486,quantity,in house consumption,,Aluminum Foil 6 μ x 130 mm Mehru,536460000016579453,WAFxxx0130m6T2,Cost of Goods Sold,Inventory Asset,,-18.69,0.000000,,Kgs,Main Store
6811,2022-03-31,,Adjusted,536460000016972516,quantity,in house consumption,,"Heat Shrink Sleeve Ø 40 mm,Y/G",536460000015216594,SFHSWR0040YGF1,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Mtrs,PHV
6812,2022-03-30,,Adjusted,536460000016968862,quantity,in house consumption,,Crocodile  Clamps Insulated-Red,536460000009858895,CCINAXXXXREDZ3,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,IHV
6813,2022-03-31,,Adjusted,536460000016972572,quantity,in house consumption,,"Heat Shrink Sleeve Ø12mm,Transparent",536460000015220742,SFHSWR0012TRF1,Cost of Goods Sold,Inventory Asset,,-12.00,0.000000,,Mtrs,Main Store
6814,2022-03-31,,Adjusted,536460000016968878,quantity,in house consumption,,Capacitor 10uf 63V Keltron,536460000016571375,FFBKL0010u05A3,Cost of Goods Sold,Inventory Asset,,-500.00,0.000000,,Nos,Main Store
6815,2022-03-30,,Adjusted,536460000016968896,quantity,in house consumption,,Crocodile  Clamps Insulated-Red,536460000009858895,CCINAXXXXREDZ3,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,TTD
6816,2022-03-31,,Adjusted,536460000016968912,quantity,Stocktaking results,,"SS Pipe ID=21.3,OD=15.5 mm",536460000014031543,PSSN21d315d5ST,Cost of Goods Sold,Inventory Asset,,3.00,323.000000,,Kg,Main Store
6817,2022-03-30,,Adjusted,536460000016972628,quantity,in house consumption,,Side Turning Tool ISO 6 1212-RH P30,536460000011538008,STCTRHMD612PSI,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,Mechanical
6818,2022-03-31,,Adjusted,536460000016968930,quantity,in house consumption,,"SS Pipe ID=21.3,OD=15.5 mm",536460000014031543,PSSN21d315d5ST,Cost of Goods Sold,Inventory Asset,,-3.95,0.000000,,Kg,Mechanical
6819,2022-03-31,,Adjusted,536460000016972650,quantity,in house consumption,,"Heat Shrink Sleeve Ø12mm,Transparent",536460000015220742,SFHSWR0012TRF1,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Mtrs,IHV
6820,2022-03-30,,Adjusted,536460000016968946,quantity,in house consumption,,Crocodile  Clamps Insulated-Red,536460000009858895,CCINAXXXXREDZ3,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
6821,2022-03-31,,Adjusted,536460000016968962,quantity,in house consumption,,Capacitor 10uf 63V KEMET (R60DN51005030J),536460000007345939,FFBKM0010u05A3,Cost of Goods Sold,Inventory Asset,,-9.00,0.000000,,Nos,IHV
6822,2022-03-31,,Adjusted,536460000016972680,quantity,in house consumption,,M-Seal 250 gm,536460000014054359,MSEALXXXX250ST,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Pkt,Paint
6823,2022-03-31,,Adjusted,536460000016968978,quantity,in house consumption,,"SS Reducing Union-3/8"" x1/4""",536460000014103098,RUSSNA3b81b4ST,Cost of Goods Sold,Inventory Asset,,-26.00,0.000000,,Nos,Main Store
6824,2022-03-31,,Adjusted,536460000016972712,quantity,in house consumption,,"Heat Shrink Sleeve Ø12mm,Transparent",536460000015220742,SFHSWR0012TRF1,Cost of Goods Sold,Inventory Asset,,-13.00,0.000000,,Mtrs,PHV
6825,2022-03-30,,Adjusted,536460000016968994,quantity,in house consumption,,Crocodile  Clamps Insulated-Red,536460000009858895,CCINAXXXXREDZ3,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,TRM
6826,2022-03-31,,Adjusted,536460000016975010,quantity,in house consumption,,Capacitor 10uf 63V KEMET (R60DN51005030J),536460000007345939,FFBKM0010u05A3,Cost of Goods Sold,Inventory Asset,,-20.00,0.000000,,Nos,Main Store
6827,2022-03-31,,Adjusted,536460000016972740,quantity,in house consumption,,"M.B.Hand Pad 6""x9"" Scrub Pad",536460000013092749,MBHDPAD06009SP,Cost of Goods Sold,Inventory Asset,,-183.00,0.000000,,Nos,Mechanical
6828,2022-03-30,,Adjusted,536460000016972758,quantity,in house consumption,,Side Turning Tool ISO 6 1212-RH P30,536460000011538008,STCTRHMD612PSI,Cost of Goods Sold,Inventory Asset,,1.00,706.000000,,Nos,Main Store
6829,2022-03-31,,Adjusted,536460000016975026,quantity,Stocktaking results,,"SS Rod,φ10",536460000014562079,RDSS16JD0103RJ,Cost of Goods Sold,Inventory Asset,,4.90,220.000000,,Kg,Main Store
6830,2022-03-31,,Adjusted,536460000016972778,quantity,in house consumption,,"M.B.Hand Pad 6""x9"" Scrub Pad",536460000013092749,MBHDPAD06009SP,Cost of Goods Sold,Inventory Asset,,-10.00,0.000000,,Nos,TRM
6832,2022-03-31,,Adjusted,536460000016975046,quantity,in house consumption,,"SS Rod,φ10",536460000014562079,RDSS16JD0103RJ,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Kg,Mechanical
6833,2022-03-31,,Adjusted,536460000016975062,quantity,in house consumption,,Capacitor 1MFD/63V  (Keltron),536460000007342826,FERKE0001u05A3,Cost of Goods Sold,Inventory Asset,,-500.00,0.000000,,Nos,Main Store
6834,2022-03-30,,Adjusted,536460000016975078,quantity,in house consumption,,Crocodile  Clamps Insulated-Red,536460000009858895,CCINAXXXXREDZ3,Cost of Goods Sold,Inventory Asset,,-14.00,0.000000,,Nos,Main Store
6835,2022-03-31,,Adjusted,536460000016972822,quantity,in house consumption,,Aluminum Foil 6 μ x 75 mm Mehru,536460000016579395,WAFxxx0075m6T2,Cost of Goods Sold,Inventory Asset,,-21.69,0.000000,,Kgs,Main Store
6836,2022-03-31,,Adjusted,536460000016972844,quantity,in house consumption,,"M.B.Hand Pad 6""x9"" Scrub Pad",536460000013092749,MBHDPAD06009SP,Cost of Goods Sold,Inventory Asset,,-13.00,0.000000,,Nos,Paint
6837,2022-03-31,,Adjusted,536460000016975094,quantity,Stocktaking results,,"SS Rod,φ12",536460000014563116,RDSS16JD0123RJ,Cost of Goods Sold,Inventory Asset,,3.94,350.000000,,Kg,Main Store
6838,2022-03-31,,Adjusted,536460000016972874,quantity,in house consumption,,"Heat Shrink Sleeve Ø16mm,Transprent",536460000015221779,SFHSWR0016TRF1,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Mtrs,IHV
6839,2022-03-31,,Adjusted,536460000016972898,quantity,in house consumption,,"M.B.Hand Pad 6""x9"" Scrub Pad",536460000013092749,MBHDPAD06009SP,Cost of Goods Sold,Inventory Asset,,-136.00,0.000000,,Nos,Main Store
6840,2022-03-31,,Adjusted,536460000016975112,quantity,in house consumption,,"SS Rod,φ14",536460000014564153,RDSS16JD0143RJ,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Kg,Main Store
6841,2022-03-30,,Adjusted,536460000016972914,quantity,in house consumption,,Side Turning Tool ISO 6 1515-RH P30,536460000016175394,STCTRHMD515PSI,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,Mechanical
6842,2022-03-31,,Adjusted,536460000016975130,quantity,in house consumption,,"SS Rod,φ16",536460000014565190,RDSS16JD0163RJ,Cost of Goods Sold,Inventory Asset,,-2.16,0.000000,,Kg,Main Store
6843,2022-03-31,,Adjusted,536460000016972932,quantity,in house consumption,,"Heat Shrink Sleeve Ø16mm,Transprent",536460000015221779,SFHSWR0016TRF1,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Mtrs,TTD
6844,2022-03-30,,Adjusted,536460000016972948,quantity,in house consumption,,Aluminum Foil 6 μ x 95 mm Mehru,536460000016579424,WAFxxx0095m6T2,Cost of Goods Sold,Inventory Asset,,-20.08,0.000000,,Kgs,Main Store
6845,2022-03-31,,Adjusted,536460000016975148,quantity,in house consumption,,"SS Rod,φ16",536460000014565190,RDSS16JD0163RJ,Cost of Goods Sold,Inventory Asset,,-4.45,0.000000,,Kg,Mechanical
6846,2022-03-30,,Adjusted,536460000016972966,quantity,in house consumption,,Side Turning Tool ISO 6 1515-RH P30,536460000016175394,STCTRHMD515PSI,Cost of Goods Sold,Inventory Asset,,-10.00,0.000000,,Nos,Main Store
6847,2022-03-31,,Adjusted,536460000016975166,quantity,Stocktaking results,,"SS Rod,φ20",536460000014566227,RDSS16JD0203RJ,Cost of Goods Sold,Inventory Asset,,6.00,212.000000,,Kg,Main Store
6848,2022-03-30,,Adjusted,536460000016975184,quantity,in house consumption,,Crocodile Clamps Insulated  -Green,536460000009862006,CCINAXXGREENZ3,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Nos,IHV
6849,2022-03-31,,Adjusted,536460000016972982,quantity,in house consumption,,M.S Bright Bar Rod  15 mm,536460000008693611,RD00DBNA0153RA,Cost of Goods Sold,Inventory Asset,,-24.16,0.000000,,Kg,Main Store
6850,2022-03-31,,Adjusted,536460000016972998,quantity,in house consumption,,"Heat Shrink Sleeve Ø16mm,Transprent",536460000015221779,SFHSWR0016TRF1,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Mtrs,PHV
6851,2022-03-31,,Adjusted,536460000016975200,quantity,in house consumption,,"SS Rod,φ20",536460000014566227,RDSS16JD0203RJ,Cost of Goods Sold,Inventory Asset,,-4.95,0.000000,,Kg,Mechanical
6852,2022-03-31,,Adjusted,536460000016975216,quantity,in house consumption,,"SS Rod,φ20",536460000014566227,RDSS16JD0203RJ,Cost of Goods Sold,Inventory Asset,,-0.17,0.000000,,Kg,IHV
6853,2022-03-30,,Adjusted,536460000016975232,quantity,in house consumption,,Crocodile Clamps Insulated  -Green,536460000009862006,CCINAXXGREENZ3,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Nos,Main Store
6854,2022-03-31,,Adjusted,536460000016975248,quantity,Stocktaking results,,"SS Rod,φ22",536460000014567264,RDSS16JD0223RJ,Cost of Goods Sold,Inventory Asset,,1.00,350.000000,,Kg,Main Store
6855,2022-03-31,,Adjusted,536460000016975266,quantity,in house consumption,,"SS Rod,φ22",536460000014567264,RDSS16JD0223RJ,Cost of Goods Sold,Inventory Asset,,-2.50,0.000000,,Kg,Mechanical
6856,2022-03-30,,Adjusted,536460000016977062,quantity,in house consumption,,Side Turning Tool ISO 6 1616-RH P30,536460000011539045,STCTRHMD616PSI,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,Mechanical
6857,2022-03-31,,Adjusted,536460000016975282,quantity,Stocktaking results,,"SS Rod,φ24",536460000014568301,RDSS16JD0243RJ,Cost of Goods Sold,Inventory Asset,,0.90,225.000000,,Kg,Main Store
6858,2022-03-30,,Adjusted,536460000016975300,quantity,in house consumption,,Crocodile Clamps Insulated  -Yellow,536460000009860969,CCINAXXYELOWZ3,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,TRM
6859,2022-03-30,,Adjusted,536460000016977106,quantity,in house consumption,,Side Turning Tool ISO 6 1616-RH P30,536460000011539045,STCTRHMD616PSI,Cost of Goods Sold,Inventory Asset,,2.00,592.500000,,Nos,Main Store
6860,2022-03-31,,Adjusted,536460000016977124,quantity,in house consumption,,M.S Bright Bar Rod 08 mm,536460000008657423,RD00DBNA0083RB,Cost of Goods Sold,Inventory Asset,,-30.00,0.000000,,Kg,Mechanical
6861,2022-03-31,,Adjusted,536460000016975316,quantity,in house consumption,,"SS Rod,φ24",536460000014568301,RDSS16JD0243RJ,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Kg,Mechanical
6862,2022-03-30,,Adjusted,536460000016975332,quantity,in house consumption,,Crocodile Clamps Insulated  -Yellow,536460000009860969,CCINAXXYELOWZ3,Cost of Goods Sold,Inventory Asset,,-8.00,0.000000,,Nos,Main Store
6863,2022-03-31,,Adjusted,536460000016977152,quantity,Stocktaking results,,"Heat Shrink Sleeve Ø16mm,Black",536460000015222816,SFHSWR0016BKF1,Cost of Goods Sold,Inventory Asset,,55.00,16.000000,,Mtrs,Main Store
6864,2022-03-31,,Adjusted,536460000016977184,quantity,in house consumption,,M.S Bright Bar Rod 08 mm,536460000008657423,RD00DBNA0083RB,Cost of Goods Sold,Inventory Asset,,-26.06,0.000000,,Kg,Main Store
6865,2022-03-31,,Adjusted,536460000016977214,quantity,in house consumption,,"Aluminum Sheet,2500x1220x3",536460000007735030,SALHD250122FRD,Cost of Goods Sold,Inventory Asset,,-97.20,0.000000,,Kg,Main Store
6866,2022-03-31,,Adjusted,536460000016977236,quantity,in house consumption,,"Heat Shrink Sleeve Ø16mm,Black",536460000015222816,SFHSWR0016BKF1,Cost of Goods Sold,Inventory Asset,,-28.00,0.000000,,Mtrs,IHV
6867,2022-03-30,,Adjusted,536460000016975348,quantity,in house consumption,,Crocodile Clamps Insulated -Blue,536460000009857858,CCINAXXXBLUEZ3,Cost of Goods Sold,Inventory Asset,,-8.00,0.000000,,Nos,Main Store
6868,2022-03-31,,Adjusted,536460000016977258,quantity,in house consumption,,"Heat Shrink Sleeve Ø16mm,Black",536460000015222816,SFHSWR0016BKF1,Cost of Goods Sold,Inventory Asset,,-22.00,0.000000,,Mtrs,TTD
6869,2022-03-30,,Adjusted,536460000016975366,quantity,in house consumption,,Crocodile Hippo Battery Charging  Medium (Black),536460000009865117,CHNAXMBLACKZ3,Cost of Goods Sold,Inventory Asset,,-3.00,0.000000,,Nos,IHV
6870,2022-03-31,,Adjusted,536460000016977288,quantity,in house consumption,,M.S Bright Bar Rod 20 mm,536460000008658460,RD00DBNA0203RB,Cost of Goods Sold,Inventory Asset,,-12.25,0.000000,,Kg,Main Store
6871,2022-03-30,,Adjusted,536460000016975384,quantity,in house consumption,,Crocodile Hippo Battery Charging  Medium (Black),536460000009865117,CHNAXMBLACKZ3,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
6872,2022-03-31,,Adjusted,536460000016977304,quantity,in house consumption,,"Heat Shrink Sleeve Ø16mm,Black",536460000015222816,SFHSWR0016BKF1,Cost of Goods Sold,Inventory Asset,,-13.00,0.000000,,Mtrs,PHV
6873,2022-03-30,,Adjusted,536460000016975400,quantity,in house consumption,,Crocodile Hippo Battery Charging  Medium (Black),536460000009865117,CHNAXMBLACKZ3,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Mechanical
6874,2022-03-31,,Adjusted,536460000016977322,quantity,in house consumption,,M.S Draw Rod 10 mm,536460000008660534,RD00DBNA0103RB,Cost of Goods Sold,Inventory Asset,,-20.00,0.000000,,Kg,Mechanical
6875,2022-03-30,,Adjusted,536460000016975418,quantity,in house consumption,,Crocodile Hippo Battery Charging  Medium (Black),536460000009865117,CHNAXMBLACKZ3,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
6876,2022-03-31,,Adjusted,536460000016977356,quantity,in house consumption,,M.S Draw Rod 10 mm,536460000008660534,RD00DBNA0103RB,Cost of Goods Sold,Inventory Asset,,-18.25,0.000000,,Kg,Main Store
6877,2022-03-30,,Adjusted,536460000016975434,quantity,in house consumption,,Crocodile Hippo Battery Charging crocodile Medium ( Red),536460000009864080,CHNAXMXXREDZ3,Cost of Goods Sold,Inventory Asset,,-2.00,0.000000,,Nos,PHV
6878,2022-03-30,,Adjusted,536460000016975452,quantity,in house consumption,,Crocodile Hippo Battery Charging crocodile Medium ( Red),536460000009864080,CHNAXMXXREDZ3,Cost of Goods Sold,Inventory Asset,,-9.00,0.000000,,Nos,IHV
6879,2022-03-30,,Adjusted,536460000016975468,quantity,in house consumption,,Crocodile Hippo Battery Charging crocodile Medium ( Red),536460000009864080,CHNAXMXXREDZ3,Cost of Goods Sold,Inventory Asset,,-10.00,0.000000,,Nos,Main Store
6880,2022-03-30,,Adjusted,536460000016975484,quantity,in house consumption,,Crystal 16 MHZ,536460000016577762,CRY16MHZ0000A3,Cost of Goods Sold,Inventory Asset,,-100.00,0.000000,,Nos,PCB
6881,2022-03-31,,Adjusted,536460000016977432,quantity,in house consumption,,Capacitor 1uf/1000VDC (399-19783-ND) Kemet,536460000007366683,FFBKM0001u20A3,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,Nos,PHV
6882,2022-03-31,,Adjusted,536460000016977466,quantity,in house consumption,,"SS Rod,φ32",536460000014569338,RDSS16JD0323RJ,Cost of Goods Sold,Inventory Asset,,-13.31,0.000000,,Kg,Main Store
6883,2022-03-30,,Adjusted,536460000016977484,quantity,in house consumption,,"CSK Screw  1/4X3""",536460000013036995,SSSCSK001b43SS,Cost of Goods Sold,Inventory Asset,,-41.00,0.000000,,Nos,Mechanical
6884,2022-03-31,,Adjusted,536460000016977500,quantity,in house consumption,,Capacitor 1uf/1000VDC (399-19783-ND) Kemet,536460000007366683,FFBKM0001u20A3,Materials,Inventory Asset,,-15.00,0.000000,,Nos,IHV
6885,2022-03-31,,Adjusted,536460000016977524,quantity,in house consumption,,"SS Rod,φ32",536460000014569338,RDSS16JD0323RJ,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Kg,Mechanical
6886,2022-03-31,,Adjusted,536460000016977542,quantity,in house consumption,,M.S Draw Rod 20 mm,536460000008694648,RD00DBNA0203RA,Cost of Goods Sold,Inventory Asset,,-15.00,0.000000,,Kg,Mechanical
6887,2022-03-31,,Adjusted,536460000016975504,quantity,in house consumption,,Side Turning Tool ISO 6 2020-LH P30,536460000011540082,STCTLHMD620PSI,Cost of Goods Sold,Inventory Asset,,-4.00,0.000000,,Nos,Main Store
6888,2022-03-31,,Adjusted,536460000016975520,quantity,in house consumption,,M.S Draw Rod 20 mm,536460000008694648,RD00DBNA0203RA,Cost of Goods Sold,Inventory Asset,,-15.00,0.000000,,Kg,Mechanical
6889,2022-03-31,,Adjusted,536460000016975538,quantity,Stocktaking results,,"SS Rod,φ40",536460000014570375,RDSS16JD0403RJ,Cost of Goods Sold,Inventory Asset,,21.63,256.000000,,Kg,Main Store
6890,2022-03-31,,Adjusted,536460000016975556,quantity,in house consumption,,"SS Rod,φ40",536460000014570375,RDSS16JD0403RJ,Cost of Goods Sold,Inventory Asset,,-63.63,0.000000,,Kg,Mechanical
6891,2022-03-30,,Adjusted,536460000016977574,quantity,Stocktaking results,,Capacitor 1uf/1000VDC (399-19783-ND) Kemet,536460000007366683,FFBKM0001u20A3,Cost of Goods Sold,Inventory Asset,,7.00,188.275000,,Nos,Main Store
6892,2022-03-31,,Adjusted,536460000016975574,quantity,in house consumption,,M.S Draw Rod 20 mm,536460000008694648,RD00DBNA0203RA,Cost of Goods Sold,Inventory Asset,,15.00,68.000000,,Kg,Mechanical
6893,2022-03-31,,Adjusted,536460000016975592,quantity,in house consumption,,"SS Rod,φ50",536460000014571412,RDSS16JD0503RJ,Cost of Goods Sold,Inventory Asset,,-19.82,0.000000,,Kg,Main Store
6894,2022-03-31,,Adjusted,536460000016975608,quantity,in house consumption,,"SS Rod,φ50",536460000014571412,RDSS16JD0503RJ,Cost of Goods Sold,Inventory Asset,,-40.38,0.000000,,Kg,Mechanical
6895,2022-03-31,,Adjusted,536460000016977614,quantity,in house consumption,,"Heat Shrink Sleeve Ø16mm,Transprent",536460000015221779,SFHSWR0016TRF1,Cost of Goods Sold,Inventory Asset,,-32.00,0.000000,,Mtrs,Main Store
6896,2022-03-30,,Adjusted,536460000016975626,quantity,in house consumption,,Siemens Light Red 22.5 mm 220V AC,536460000016281504,PLSIRED22MMXB6,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,PHV
6897,2022-03-31,,Adjusted,536460000016975642,quantity,Stocktaking results,,"SS Rod,φ65",536460000014572449,RDSS04JD0653RJ,Cost of Goods Sold,Inventory Asset,,25.90,190.000000,,Kg,Main Store
6898,2022-03-31,,Adjusted,536460000016975660,quantity,in house consumption,,M.S Draw Rod 20 mm,536460000008694648,RD00DBNA0203RA,Cost of Goods Sold,Inventory Asset,,-11.38,0.000000,,Kg,Main Store
6899,2022-03-31,,Adjusted,536460000016975676,quantity,in house consumption,,"Trimpot, (POTR),15 Turns, Cermet, Side Adjust, 1 kohm, Through Hole, 15 Turns3006-1-102LF Bourns",536460000016281359,POTRB15T001KR3,Cost of Goods Sold,Inventory Asset,,-100.00,0.000000,,Nos,Main Store
6900,2022-03-31,,Adjusted,536460000016977662,quantity,in house consumption,,"Heat Shrink Sleeve Ø25mm,Transparent",536460000015219705,SFHSWR0025TRF1,Cost of Goods Sold,Inventory Asset,,-18.00,0.000000,,Mtrs,Main Store
6901,2022-03-31,,Adjusted,536460000016977680,quantity,in house consumption,,Capacitor 2 uf/1500 VDC Alcon CAP.(white),536460000007363572,FFBAL0002u22A3,Cost of Goods Sold,Inventory Asset,,-1.00,0.000000,,Nos,Main Store
6902,2022-03-30,,Adjusted,536460000016975694,quantity,in house consumption,,Silca Gel 250 gram,536460000016317241,SILCA250GRAMZ2,Cost of Goods Sold,Inventory Asset,,-5.00,0.000000,,kg,Main Store
6903,2022-03-30,,Adjusted,536460000016977714,quantity,in house consumption,,"CSK Screw  1/4X3""",536460000013036995,SSSCSK001b43SS,Cost of Goods Sold,Inventory Asset,,-299.00,0.000000,,Nos,Main Store
